"faculty_id","class_assignment","posterior_class_1","posterior_class_2","posterior_class_3","posterior_class_4","faculty_name","university","career_start_year","never_asst_prof","career_length","n_promotions","mean_pub_count"
64,4,0.0137660189719083,6.65700259005897e-188,3.06061068874319e-34,0.986233981028092,"Alicia Grandey","Pennsylvania State University",1999,0,27,2,5.18518518518519
74,4,0.0707157256409073,7.34033832055334e-20,3.54291588484596e-16,0.929284274359092,"Alyssa McGonagle","University of North Carolina at Charlotte",2011,0,15,1,4.4
105,4,0.0127030178435406,0.0448289249644277,2.41924938295628e-06,0.942465637942649,"Andrea Bazzoli","CUNY Graduate Center",2023,0,3,0,6.33333333333333
79,4,5.5827394267308e-06,1.52564476959317e-10,1.58693683887228e-24,0.999994417108009,"Asia A. Eaton","Florida International University",2012,0,14,2,6
34,4,8.91628014624392e-08,1.64267656309934e-05,1.12662987828915e-25,0.999983484071567,"Brooke N. Macnamara","Purdue University",2014,0,12,1,7.5
95,4,1.16404679362991e-08,3.49275430634166e-58,7.13972824725098e-39,0.999999988359532,"Bryan Dik","Colorado State University",2005,0,21,2,7.0952380952381
91,4,0.00581419412505011,3.32657723033883e-06,4.19442329180237e-12,0.994182479293525,"Charles Calderwood","Virginia Tech",2017,0,9,1,4.44444444444444
70,4,0.0508656109195197,3.75949405105617e-05,2.49262181755768e-08,0.949096769213752,"Chelsea LeNoble","University of Central Florida",2019,0,7,0,3.85714285714286
7,4,4.97577950358414e-10,5.11880740850093e-50,1.07619836207726e-42,0.999999999502422,"Chu-Hsiang (Daisy) Chang","Michigan State University",2005,0,21,2,7.14285714285714
30,4,0.0092443841337732,0.0613733357257465,1.5404926191301e-06,0.929380739647861,"Claire E. Smith","University of South Florida",2023,0,3,0,6
48,4,3.55039445025696e-08,9.31884328677455e-57,7.39531486815953e-38,0.999999964496056,"Daniel A Newman","University of Illinois Urbana-Champaign",2005,0,21,2,6.57142857142857
27,4,0.277793303544589,0.00180076358885684,0.00179599909064363,0.71860993377591,"Daniel Griffin","University of South Florida",2023,0,3,0,3
40,4,0.0105970145471545,1.72748108963303e-05,8.69435430453011e-11,0.989385710555006,"Danielle King","Rice University",2018,0,8,1,5.125
